Order ID,Order Date,Ship Mode,Customer ID,Segment,City,State,Region,Product ID,,,,,,,,#CALC!
CA-2015-143336,27/08/2015,Second Class,ZD-21925,Consumer,San Francisco,California,West,FUR-BO-10000112,,,,,,,,
CA-2017-137330,9/12/2017,Standard Class,KB-16585,Corporate,Fremont,Nebraska,Central,TEC-PH-10002352,,,,,,,,
CA-2017-137330,9/12/2017,Standard Class,KB-16585,Corporate,Fremont,Nebraska,Central,OFF-PA-10000048,,,,,,,,
US-2018-156909,16/07/2018,Second Class,SF-20065,Consumer,Philadelphia,Pennsylvania,East,OFF-PA-10001246,,,,,,,,
CA-2016-106320,25/09/2016,Standard Class,EB-13870,Consumer,Orem,Utah,West,TEC-MA-10004255,,,,,,,,
CA-2017-121755,16/01/2017,Second Class,EH-13945,Consumer,Los Angeles,California,West,OFF-AP-10001124,,,,,,,,
CA-2017-121755,16/01/2017,Second Class,EH-13945,Consumer,Los Angeles,California,West,FUR-BO-10000112,,,,,,,,
CA-2017-121755,16/01/2017,Second Class,EH-13945,Consumer,Los Angeles,California,West,OFF-PA-10000048,,,,,,,,
US-2016-150630,17/09/2016,Standard Class,TB-21520,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10002671,,,,,,,,
US-2016-150630,17/09/2016,Standard Class,TB-21520,Consumer,Philadelphia,Pennsylvania,East,TEC-MA-10000112,,,,,,,,
US-2016-150630,17/09/2016,Standard Class,TB-21520,Consumer,Philadelphia,Pennsylvania,East,OFF-PA-10003919,,,,,,,,
US-2016-150630,17/09/2016,Standard Class,TB-21520,Consumer,Philadelphia,Pennsylvania,East,TEC-MA-10004552,,,,,,,,
US-2016-150630,17/09/2016,Standard Class,TB-21520,Consumer,Philadelphia,Pennsylvania,East,TEC-MA-10002927,,,,,,,,
US-2016-150630,17/09/2016,Standard Class,TB-21520,Consumer,Philadelphia,Pennsylvania,East,TEC-MA-10004458,,,,,,,,
CA-2018-107727,19/10/2018,Second Class,MA-17560,Home Office,Houston,Texas,Central,TEC-MA-10003674,,,,,,,,
CA-2017-117590,8/12/2017,First Class,GH-14485,Corporate,Richardson,Texas,Central,OFF-LA-10002473,,,,,,,,
CA-2017-117590,8/12/2017,First Class,GH-14485,Corporate,Richardson,Texas,Central,TEC-MA-10004521,,,,,,,,
CA-2016-117415,27/12/2016,Standard Class,SN-20710,Home Office,Houston,Texas,Central,TEC-MA-10001695,,,,,,,,
CA-2016-117415,27/12/2016,Standard Class,SN-20710,Home Office,Houston,Texas,Central,OFF-PA-10002558,,,,,,,,
CA-2016-117415,27/12/2016,Standard Class,SN-20710,Home Office,Houston,Texas,Central,OFF-PA-10004438,,,,,,,,
CA-2016-117415,27/12/2016,Standard Class,SN-20710,Home Office,Houston,Texas,Central,TEC-MA-10003329,,,,,,,,
CA-2018-120999,10/9/2018,Standard Class,LC-16930,Corporate,Naperville,Illinois,Central,OFF-AR-10003958,,,,,,,,
CA-2017-101343,17/07/2017,Standard Class,RA-19885,Corporate,Los Angeles,California,West,TEC-MA-10003337,,,,,,,,
CA-2018-139619,19/09/2018,Standard Class,ES-14080,Corporate,Melbourne,Florida,South,TEC-MA-10001031,,,,,,,,
CA-2017-118255,11/3/2017,First Class,ON-18715,Corporate,Eagan,Minnesota,Central,OFF-PA-10001281,,,,,,,,
CA-2017-118255,11/3/2017,First Class,ON-18715,Corporate,Eagan,Minnesota,Central,OFF-PA-10002001,,,,,,,,
CA-2015-146703,20/10/2015,Second Class,PO-18865,Consumer,Westland,Michigan,Central,TEC-MA-10003230,,,,,,,,
CA-2017-169194,20/06/2017,Standard Class,LH-16900,Consumer,Dover,Delaware,East,OFF-AR-10002671,,,,,,,,
,,,,,,,,,,,,,,,,
CA-2017-169194,20/06/2017,Standard Class,LH-16900,Consumer,Dover,Delaware,East,OFF-PA-10002001,,,,,,,,
CA-2016-115742,18/04/2016,Standard Class,DP-13000,Consumer,New Albany,Indiana,Central,OFF-PA-10002960,,,,,,,,
CA-2016-115742,18/04/2016,Standard Class,DP-13000,Consumer,New Albany,Indiana,Central,TEC-MA-10002927,,,,,,,,
CA-2016-115742,18/04/2016,Standard Class,DP-13000,Consumer,New Albany,Indiana,Central,OFF-AP-10003914,,,,,,,,
CA-2016-115742,18/04/2016,Standard Class,DP-13000,Consumer,New Albany,Indiana,Central,TEC-MA-10002694,,,,,,,,
CA-2017-105816,11/12/2017,Standard Class,JM-15265,Corporate,New York City,New York,East,TEC-PH-10002817,,,,,,,,
CA-2017-105816,11/12/2017,Standard Class,JM-15265,Corporate,New York City,New York,East,OFF-AR-10003477,,,,,,,,
CA-2017-111682,17/06/2017,First Class,TB-21055,Consumer,Troy,New York,East,TEC-MA-10002981,,,,,,,,
CA-2017-111682,17/06/2017,First Class,TB-21055,Consumer,Troy,New York,East,FUR-BO-10001567,,,,,,,,
CA-2017-111682,17/06/2017,First Class,TB-21055,Consumer,Troy,New York,East,OFF-SU-10003002,,,,,,,,
CA-2017-111682,17/06/2017,First Class,TB-21055,Consumer,Troy,New York,East,TEC-MA-10003674,,,,,,,,
CA-2017-111682,17/06/2017,First Class,TB-21055,Consumer,Troy,New York,East,OFF-SU-10003936,,,,,,,,
CA-2017-111682,17/06/2017,First Class,TB-21055,Consumer,Troy,New York,East,TEC-MA-10001856,,,,,,,,
CA-2017-111682,17/06/2017,First Class,TB-21055,Consumer,Troy,New York,East,TEC-MA-10002790,,,,,,,,
CA-2016-135545,24/11/2016,Standard Class,KM-16720,Consumer,Los Angeles,California,West,OFF-PA-10001725,,,,,,,,
CA-2016-135545,24/11/2016,Standard Class,KM-16720,Consumer,Los Angeles,California,West,OFF-EN-10001749,,,,,,,,
CA-2016-135545,24/11/2016,Standard Class,KM-16720,Consumer,Los Angeles,California,West,TEC-MA-10001016,,,,,,,,
CA-2016-135545,24/11/2016,Standard Class,KM-16720,Consumer,Los Angeles,California,West,OFF-AR-10003477,,,,,,,,
,,,,,,,,,,,,,,,,
CA-2015-106376,5/12/2015,Standard Class,BS-11590,Corporate,Gilbert,Arizona,West,TEC-MA-10002981,,,,,,,,
CA-2015-106376,5/12/2015,Standard Class,BS-11590,Corporate,Gilbert,Arizona,West,OFF-EN-10001749,,,,,,,,
CA-2017-119823,4/6/2017,First Class,KD-16270,Consumer,Springfield,Virginia,South,TEC-MA-10001856,,,,,,,,
CA-2017-106075,18/09/2017,Standard Class,HM-14980,Consumer,New York City,New York,East,TEC-MA-10003066,,,,,,,,
,,,,,,,,,,,,,,,,
CA-2018-114440,14/09/2018,Second Class,TB-21520,Consumer,Jackson,Michigan,Central,TEC-MA-10002694,,,,,,,,
US-2016-134026,26/04/2016,Standard Class,JE-15745,Consumer,Memphis,Tennessee,South,TEC-MA-10001016,,,,,,,,
US-2016-134026,26/04/2016,Standard Class,JE-15745,Consumer,Memphis,Tennessee,South,TEC-MA-10000112,,,,,,,,
US-2016-134026,26/04/2016,Standard Class,JE-15745,Consumer,Memphis,Tennessee,South,TEC-MA-10001570,,,,,,,,
US-2018-118038,9/12/2018,First Class,KB-16600,Corporate,Houston,Texas,Central,TEC-PH-10002075,,,,,,,,
US-2018-118038,9/12/2018,First Class,KB-16600,Corporate,Houston,Texas,Central,OFF-SU-10003936,,,,,,,,
US-2018-118038,9/12/2018,First Class,KB-16600,Corporate,Houston,Texas,Central,TEC-MA-10003066,,,,,,,,
US-2015-147606,26/11/2015,Second Class,JE-15745,Consumer,Houston,Texas,Central,TEC-MA-10002178,,,,,,,,
CA-2017-127208,12/6/2017,First Class,SC-20770,Corporate,Decatur,Alabama,South,TEC-PH-10000675,,,,,,,,
CA-2015-139451,12/10/2015,Standard Class,DN-13690,Consumer,San Francisco,California,West,TEC-PH-10002075,,,,,,,,
CA-2015-139451,12/10/2015,Standard Class,DN-13690,Consumer,San Francisco,California,West,TEC-MA-10002927,,,,,,,,
CA-2016-149734,3/9/2016,Standard Class,JC-16105,Corporate,Durham,North Carolina,South,TEC-AC-10004420,,,,,,,,
US-2018-119662,13/11/2018,First Class,CS-12400,Home Office,Chicago,Illinois,Central,OFF-PA-10001246,,,,,,,,
CA-2018-140088,28/05/2018,Second Class,PO-18865,Consumer,Columbia,South Carolina,South,TEC-MA-10002178,,,,,,,,
CA-2018-155558,26/10/2018,Standard Class,PG-18895,Consumer,Rochester,Minnesota,Central,OFF-EN-10004206,,,,,,,,
CA-2018-155558,26/10/2018,Standard Class,PG-18895,Consumer,Rochester,Minnesota,Central,TEC-MA-10003589,,,,,,,,
CA-2017-159695,5/4/2017,Second Class,GM-14455,Home Office,Houston,Texas,Central,TEC-MA-10004458,,,,,,,,
CA-2017-109806,17/09/2017,Standard Class,JS-15685,Corporate,Los Angeles,California,West,TEC-AC-10002380,,,,,,,,
CA-2017-109806,17/09/2017,Standard Class,JS-15685,Corporate,Los Angeles,California,West,OFF-EN-10001535,,,,,,,,
CA-2017-109806,17/09/2017,Standard Class,JS-15685,Corporate,Los Angeles,California,West,OFF-PA-10000919,,,,,,,,
CA-2016-149587,31/01/2016,Second Class,KB-16315,Consumer,Minneapolis,Minnesota,Central,TEC-PH-10000675,,,,,,,,
CA-2016-149587,31/01/2016,Second Class,KB-16315,Consumer,Minneapolis,Minnesota,Central,OFF-AP-10003884,,,,,,,,
CA-2016-149587,31/01/2016,Second Class,KB-16315,Consumer,Minneapolis,Minnesota,Central,FUR-FU-10002379,,,,,,,,
US-2018-109484,6/11/2018,Standard Class,RB-19705,Home Office,Portland,Oregon,West,TEC-PH-10002645,,,,,,,,
CA-2018-161018,9/11/2018,Second Class,PN-18775,Home Office,New York City,New York,East,OFF-AR-10003876,,,,,,,,
CA-2018-157833,17/06/2018,First Class,KD-16345,Consumer,San Francisco,California,West,OFF-ST-10001034,,,,,,,,
CA-2017-149223,6/9/2017,Standard Class,ER-13855,Corporate,Saint Paul,Minnesota,Central,TEC-PH-10002114,,,,,,,,
CA-2017-158568,29/08/2017,Standard Class,RB-19465,Home Office,Chicago,Illinois,Central,OFF-AR-10002671,,,,,,,,
CA-2017-158568,29/08/2017,Standard Class,RB-19465,Home Office,Chicago,Illinois,Central,TEC-AC-10003133,,,,,,,,
CA-2017-158568,29/08/2017,Standard Class,RB-19465,Home Office,Chicago,Illinois,Central,TEC-MA-10002981,,,,,,,,
CA-2017-129903,1/12/2017,Second Class,GZ-14470,Consumer,Rochester,Minnesota,Central,OFF-SU-10003936,,,,,,,,
US-2016-156867,13/11/2016,Standard Class,LC-16870,Consumer,Aurora,Colorado,West,OFF-PA-10001725,,,,,,,,
US-2016-156867,13/11/2016,Standard Class,LC-16870,Consumer,Aurora,Colorado,West,TEC-PH-10004241,,,,,,,,
US-2016-156867,13/11/2016,Standard Class,LC-16870,Consumer,Aurora,Colorado,West,OFF-PA-10001281,,,,,,,,
CA-2018-119004,23/11/2018,Standard Class,JM-15250,Consumer,Charlotte,North Carolina,South,OFF-AR-10003876,,,,,,,,
CA-2018-119004,23/11/2018,Standard Class,JM-15250,Consumer,Charlotte,North Carolina,South,OFF-AR-10004790,,,,,,,,
CA-2018-119004,23/11/2018,Standard Class,JM-15250,Consumer,Charlotte,North Carolina,South,TEC-MA-10003674,,,,,,,,
CA-2016-129476,15/10/2016,Standard Class,PA-19060,Home Office,Orland Park,Illinois,Central,TEC-MA-10002981,,,,,,,,
CA-2018-146780,25/12/2018,Standard Class,CV-12805,Corporate,New York City,New York,East,TEC-AC-10002380,,,,,,,,
CA-2017-128867,3/11/2017,Standard Class,CL-12565,Consumer,Urbandale,Iowa,Central,TEC-MA-10004125,,,,,,,,
CA-2017-128867,3/11/2017,Standard Class,CL-12565,Consumer,Urbandale,Iowa,Central,TEC-MA-10003673,,,,,,,,
CA-2015-115259,25/08/2015,Second Class,RC-19960,Consumer,Columbus,Ohio,East,TEC-PH-10002352,,,,,,,,
CA-2015-115259,25/08/2015,Second Class,RC-19960,Consumer,Columbus,Ohio,East,TEC-MA-10000112,,,,,,,,
CA-2015-115259,25/08/2015,Second Class,RC-19960,Consumer,Columbus,Ohio,East,OFF-AR-10003958,,,,,,,,
CA-2015-115259,25/08/2015,Second Class,RC-19960,Consumer,Columbus,Ohio,East,OFF-AR-10003876,,,,,,,,
CA-2016-110457,2/3/2016,Standard Class,DK-13090,Consumer,Seattle,Washington,West,TEC-MA-10002412,,,,,,,,
US-2016-136476,5/4/2016,Standard Class,GG-14650,Corporate,Bristol,Tennessee,South,TEC-PH-10003535,,,,,,,,
CA-2017-103730,12/6/2017,First Class,SC-20725,Consumer,Wilmington,Delaware,East,TEC-AC-10004814,,,,,,,,
CA-2017-103730,12/6/2017,First Class,SC-20725,Consumer,Wilmington,Delaware,East,TEC-PH-10000675,,,,,,,,
CA-2017-103730,12/6/2017,First Class,SC-20725,Consumer,Wilmington,Delaware,East,OFF-AR-10003477,,,,,,,,
CA-2017-103730,12/6/2017,First Class,SC-20725,Consumer,Wilmington,Delaware,East,TEC-MA-10003246,,,,,,,,
CA-2017-103730,12/6/2017,First Class,SC-20725,Consumer,Wilmington,Delaware,East,OFF-EN-10001535,,,,,,,,
US-2015-152030,26/12/2015,Second Class,AD-10180,Home Office,Houston,Texas,Central,OFF-AR-10002704,,,,,,,,
US-2015-134614,20/09/2015,Standard Class,PF-19165,Consumer,Bloomington,Illinois,Central,FUR-BO-10001567,,,,,,,,
US-2018-107272,5/11/2018,Standard Class,TS-21610,Consumer,Phoenix,Arizona,West,TEC-MA-10001695,,,,,,,,
US-2018-107272,5/11/2018,Standard Class,TS-21610,Consumer,Phoenix,Arizona,West,TEC-PH-10002075,,,,,,,,
US-2017-125969,6/11/2017,Second Class,LS-16975,Home Office,Los Angeles,California,West,TEC-MA-10002178,,,,,,,,
US-2017-125969,6/11/2017,Second Class,LS-16975,Home Office,Los Angeles,California,West,OFF-LA-10003388,,,,,,,,
US-2018-164147,2/2/2018,First Class,DW-13585,Corporate,Columbus,Ohio,East,TEC-MA-10004552,,,,,,,,
US-2018-164147,2/2/2018,First Class,DW-13585,Corporate,Columbus,Ohio,East,TEC-MA-10002927,,,,,,,,
US-2018-164147,2/2/2018,First Class,DW-13585,Corporate,Columbus,Ohio,East,OFF-AR-10002671,,,,,,,,
CA-2017-145583,13/10/2017,Standard Class,LC-16885,Consumer,Roseville,California,West,OFF-AP-10001124,,,,,,,,
CA-2017-145583,13/10/2017,Standard Class,LC-16885,Consumer,Roseville,California,West,OFF-LA-10003388,,,,,,,,
CA-2017-145583,13/10/2017,Standard Class,LC-16885,Consumer,Roseville,California,West,TEC-MA-10003337,,,,,,,,
CA-2017-145583,13/10/2017,Standard Class,LC-16885,Consumer,Roseville,California,West,OFF-SU-10003936,,,,,,,,
CA-2017-145583,13/10/2017,Standard Class,LC-16885,Consumer,Roseville,California,West,OFF-AP-10002203,,,,,,,,
CA-2017-145583,13/10/2017,Standard Class,LC-16885,Consumer,Roseville,California,West,TEC-PH-10002075,,,,,,,,
CA-2017-145583,13/10/2017,Standard Class,LC-16885,Consumer,Roseville,California,West,TEC-MA-10000112,,,,,,,,
CA-2017-110366,5/9/2017,Second Class,JD-15895,Corporate,Philadelphia,Pennsylvania,East,OFF-PA-10003919,,,,,,,,
CA-2018-106180,18/09/2018,Standard Class,SH-19975,Corporate,San Francisco,California,West,TEC-MA-10003329,,,,,,,,
CA-2018-106180,18/09/2018,Standard Class,SH-19975,Corporate,San Francisco,California,West,OFF-AR-10003896,,,,,,,,
CA-2018-106180,18/09/2018,Standard Class,SH-19975,Corporate,San Francisco,California,West,OFF-SU-10003002,,,,,,,,
CA-2018-155376,22/12/2018,Standard Class,SG-20080,Consumer,Independence,Missouri,Central,OFF-PA-10003919,,,,,,,,
CA-2016-110744,7/9/2016,Standard Class,HA-14920,Consumer,Pasadena,California,West,OFF-AR-10003896,,,,,,,,
CA-2015-110072,22/10/2015,Standard Class,MG-17680,Home Office,Newark,Ohio,East,OFF-AP-10001124,,,,,,,,
CA-2017-114489,5/12/2017,Standard Class,JE-16165,Corporate,Franklin,Wisconsin,Central,TEC-MA-10001570,,,,,,,,
CA-2017-114489,5/12/2017,Standard Class,JE-16165,Corporate,Franklin,Wisconsin,Central,OFF-AP-10003914,,,,,,,,
CA-2017-114489,5/12/2017,Standard Class,JE-16165,Corporate,Franklin,Wisconsin,Central,OFF-AR-10003477,,,,,,,,
CA-2017-114489,5/12/2017,Standard Class,JE-16165,Corporate,Franklin,Wisconsin,Central,TEC-MA-10003493,,,,,,,,
CA-2017-158834,13/03/2017,First Class,TW-21025,Home Office,Scottsdale,Arizona,West,TEC-MA-10001031,,,,,,,,
CA-2017-158834,13/03/2017,First Class,TW-21025,Home Office,Scottsdale,Arizona,West,FUR-FU-10003095,,,,,,,,
CA-2016-124919,31/05/2016,First Class,SP-20650,Corporate,San Jose,California,West,OFF-PA-10002558,,,,,,,,
CA-2016-124919,31/05/2016,First Class,SP-20650,Corporate,San Jose,California,West,TEC-MA-10003673,,,,,,,,
CA-2016-124919,31/05/2016,First Class,SP-20650,Corporate,San Jose,California,West,OFF-SU-10003936,,,,,,,,
CA-2016-118948,28/05/2016,Standard Class,NK-18490,Home Office,Seattle,Washington,West,OFF-SU-10003002,,,,,,,,
CA-2015-104269,1/3/2015,Second Class,DB-13060,Consumer,Seattle,Washington,West,TEC-PH-10003535,,,,,,,,
CA-2017-114104,20/11/2017,Standard Class,NP-18670,Consumer,Edmond,Oklahoma,Central,OFF-PA-10004438,,,,,,,,
CA-2017-114104,20/11/2017,Standard Class,NP-18670,Consumer,Edmond,Oklahoma,Central,TEC-PH-10001198,,,,,,,,
CA-2017-162733,11/5/2017,First Class,TT-21070,Consumer,Los Angeles,California,West,OFF-PA-10001661,,,,,,,,
CA-2016-119697,28/12/2016,Second Class,EM-13960,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10000675,,,,,,,,
CA-2017-154508,16/11/2017,Standard Class,RD-19900,Consumer,Carlsbad,New Mexico,West,FUR-BO-10001567,,,,,,,,
CA-2017-113817,7/11/2017,Standard Class,MJ-17740,Consumer,Seattle,Washington,West,TEC-MA-10002937,,,,,,,,
CA-2015-139892,8/9/2015,Standard Class,BM-11140,Consumer,San Antonio,Texas,Central,TEC-PH-10001198,,,,,,,,
CA-2015-139892,8/9/2015,Standard Class,BM-11140,Consumer,San Antonio,Texas,Central,FUR-BO-10001567,,,,,,,,
CA-2015-139892,8/9/2015,Standard Class,BM-11140,Consumer,San Antonio,Texas,Central,OFF-EN-10004206,,,,,,,,
CA-2015-139892,8/9/2015,Standard Class,BM-11140,Consumer,San Antonio,Texas,Central,TEC-MA-10003329,,,,,,,,
CA-2015-139892,8/9/2015,Standard Class,BM-11140,Consumer,San Antonio,Texas,Central,TEC-PH-10004830,,,,,,,,
CA-2015-139892,8/9/2015,Standard Class,BM-11140,Consumer,San Antonio,Texas,Central,OFF-ST-10001414,,,,,,,,
CA-2015-139892,8/9/2015,Standard Class,BM-11140,Consumer,San Antonio,Texas,Central,TEC-PH-10002075,,,,,,,,
CA-2015-118962,5/8/2015,Standard Class,CS-12130,Consumer,Los Angeles,California,West,TEC-MA-10003066,,,,,,,,
CA-2015-118962,5/8/2015,Standard Class,CS-12130,Consumer,Los Angeles,California,West,TEC-MA-10003673,,,,,,,,
CA-2015-118962,5/8/2015,Standard Class,CS-12130,Consumer,Los Angeles,California,West,TEC-MA-10004125,,,,,,,,
US-2015-100853,14/09/2015,Standard Class,JB-15400,Corporate,Chicago,Illinois,Central,OFF-AP-10000326,,,,,,,,
US-2015-100853,14/09/2015,Standard Class,JB-15400,Corporate,Chicago,Illinois,Central,TEC-MA-10004086,,,,,,,,
US-2018-152366,21/04/2018,Second Class,SJ-20500,Consumer,Houston,Texas,Central,OFF-AR-10003986,,,,,,,,
US-2016-101511,21/11/2016,Second Class,JE-15745,Consumer,Newark,Ohio,East,OFF-PA-10004438,,,,,,,,
US-2016-101511,21/11/2016,Second Class,JE-15745,Consumer,Newark,Ohio,East,OFF-PA-10002558,,,,,,,,
CA-2016-137225,15/12/2016,Standard Class,JK-15640,Home Office,New York City,New York,East,FUR-BO-10001567,,,,,,,,
CA-2015-166191,5/12/2015,Second Class,DK-13150,Corporate,Decatur,Illinois,Central,TEC-AC-10004814,,,,,,,,
CA-2015-166191,5/12/2015,Second Class,DK-13150,Corporate,Decatur,Illinois,Central,TEC-PH-10001198,,,,,,,,
CA-2015-158274,19/11/2015,Second Class,RM-19675,Home Office,Monroe,Louisiana,South,TEC-MA-10002412,,,,,,,,
CA-2015-158274,19/11/2015,Second Class,RM-19675,Home Office,Monroe,Louisiana,South,TEC-MA-10003329,,,,,,,,
CA-2015-158274,19/11/2015,Second Class,RM-19675,Home Office,Monroe,Louisiana,South,OFF-PA-10001281,,,,,,,,
CA-2017-105018,28/11/2017,Standard Class,SK-19990,Consumer,Fairfield,Connecticut,East,OFF-PA-10001001,,,,,,,,
CA-2015-123260,26/08/2015,Standard Class,FM-14290,Home Office,Los Angeles,California,West,OFF-PA-10002960,,,,,,,,
CA-2017-157000,16/07/2017,Standard Class,AM-10360,Corporate,Grand Prairie,Texas,Central,TEC-MA-10004521,,,,,,,,
CA-2017-157000,16/07/2017,Standard Class,AM-10360,Corporate,Grand Prairie,Texas,Central,FUR-FU-10003798,,,,,,,,
CA-2016-102281,12/10/2016,First Class,MP-17470,Home Office,New York City,New York,East,FUR-FU-10003798,,,,,,,,
CA-2016-102281,12/10/2016,First Class,MP-17470,Home Office,New York City,New York,East,OFF-PA-10001725,,,,,,,,
CA-2016-102281,12/10/2016,First Class,MP-17470,Home Office,New York City,New York,East,TEC-PH-10002817,,,,,,,,
CA-2016-102281,12/10/2016,First Class,MP-17470,Home Office,New York City,New York,East,TEC-MA-10002937,,,,,,,,
CA-2016-102281,12/10/2016,First Class,MP-17470,Home Office,New York City,New York,East,OFF-ST-10001414,,,,,,,,
CA-2016-131457,31/10/2016,Standard Class,MZ-17515,Corporate,Redlands,California,West,TEC-MA-10003673,,,,,,,,
CA-2015-140004,21/03/2015,Standard Class,CB-12025,Consumer,Hamilton,Ohio,East,TEC-PH-10001949,,,,,,,,
CA-2015-140004,21/03/2015,Standard Class,CB-12025,Consumer,Hamilton,Ohio,East,FUR-FU-10003095,,,,,,,,
CA-2018-107720,6/11/2018,Standard Class,VM-21685,Home Office,Westfield,New Jersey,East,OFF-PA-10002001,,,,,,,,
US-2018-124303,6/7/2018,Standard Class,FH-14365,Corporate,Philadelphia,Pennsylvania,East,TEC-MA-10004458,,,,,,,,
US-2018-124303,6/7/2018,Standard Class,FH-14365,Corporate,Philadelphia,Pennsylvania,East,OFF-EN-10004206,,,,,,,,
CA-2018-105074,24/06/2018,Standard Class,MB-17305,Consumer,Akron,Ohio,East,TEC-AC-10004992,,,,,,,,
CA-2015-133690,3/8/2015,First Class,BS-11755,Consumer,Denver,Colorado,West,TEC-PH-10004241,,,,,,,,
CA-2015-133690,3/8/2015,First Class,BS-11755,Consumer,Denver,Colorado,West,OFF-PA-10002558,,,,,,,,
US-2018-116701,17/12/2018,Second Class,LC-17140,Consumer,Dallas,Texas,Central,OFF-BI-10003718,,,,,,,,
CA-2018-126382,3/6/2018,Standard Class,HK-14890,Corporate,Franklin,Tennessee,South,OFF-ST-10001414,,,,,,,,
CA-2018-108329,9/12/2018,Standard Class,LE-16810,Consumer,Whittier,California,West,OFF-PA-10000210,,,,,,,,
CA-2018-135860,1/12/2018,Standard Class,JH-15985,Consumer,Saginaw,Michigan,Central,FUR-FU-10002874,,,,,,,,
CA-2018-135860,1/12/2018,Standard Class,JH-15985,Consumer,Saginaw,Michigan,Central,OFF-AR-10003958,,,,,,,,
CA-2018-135860,1/12/2018,Standard Class,JH-15985,Consumer,Saginaw,Michigan,Central,TEC-MA-10003589,,,,,,,,
CA-2018-135860,1/12/2018,Standard Class,JH-15985,Consumer,Saginaw,Michigan,Central,FUR-BO-10000112,,,,,,,,
CA-2018-135860,1/12/2018,Standard Class,JH-15985,Consumer,Saginaw,Michigan,Central,FUR-FU-10003798,,,,,,,,
CA-2016-101007,9/2/2016,Second Class,MS-17980,Corporate,Dallas,Texas,Central,OFF-ST-10001034,,,,,,,,
CA-2016-146262,2/1/2016,Standard Class,VW-21775,Corporate,Medina,Ohio,East,OFF-AR-10003986,,,,,,,,
CA-2016-146262,2/1/2016,Standard Class,VW-21775,Corporate,Medina,Ohio,East,FUR-TA-10001691,,,,,,,,
CA-2016-146262,2/1/2016,Standard Class,VW-21775,Corporate,Medina,Ohio,East,FUR-FU-10003095,,,,,,,,
CA-2016-146262,2/1/2016,Standard Class,VW-21775,Corporate,Medina,Ohio,East,OFF-PA-10004438,,,,,,,,
CA-2017-130162,28/10/2017,Standard Class,JH-15910,Consumer,Los Angeles,California,West,TEC-MA-10001695,,,,,,,,
CA-2017-130162,28/10/2017,Standard Class,JH-15910,Consumer,Los Angeles,California,West,TEC-MA-10004458,,,,,,,,
CA-2016-169397,24/12/2016,First Class,JB-15925,Consumer,Dublin,Ohio,East,TEC-MA-10003353,,,,,,,,
CA-2016-169397,24/12/2016,First Class,JB-15925,Consumer,Dublin,Ohio,East,TEC-PH-10004241,,,,,,,,
